"isSpam","isRe","underscore","priority","isInReplyTo","sortedRec","subPunc","multipartText","hasImages","isPGPsigned","subSpamWords","noHost","numEnd","isYelling","isOrigMsg","isDear","isWrote","numLines","bodyCharCt","subExcCt","subQuesCt","numAtt","numRec","perCaps","hour","perHTML","subBlanks","forwards","avgWordLen","numDlr"
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",53,1303,0,0,0,1,5.808081,14,0,11.76471,41.50943,4.551724,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",27,841,0,0,0,1,3.289474,14,0,13.43284,18.51852,4.374101,0
"F","T","F","F","T","T","F","F","F","T","F","F","F","F","F","F","F",53,1702,0,0,1,2,6.602954,22,0,17.02128,41.50943,4.359848,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",24,749,0,0,0,1,3.327172,5,0,14.81481,20.83333,4.129771,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",25,784,0,0,0,1,4.868154,5,0,14.81481,20,3.851562,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",13,294,0,0,0,1,5.381166,19,0,17.3913,0,4.847826,0
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T",93,3331,0,0,0,2,4.478193,19,0,18.51852,3.225806,4,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",19,612,0,0,0,3,8.991228,21,0,18.51852,5.263158,4.384615,0
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T",18,524,0,0,0,2,6.265664,0,0,18.51852,16.66667,4.15625,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",30,438,0,0,0,1,4.87013,1,0,10.52632,0,4.338028,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",27,791,0,0,0,2,5.283757,2,0,13.04348,29.62963,4.482456,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",13,501,0,0,0,1,2.840909,23,0,10.25641,0,4.455696,0
"F","T","F","F","T","T","F","F","F","T","F","F","F","F","F","F","F",40,1032,0,0,1,1,7.057057,0,0,11.62791,22.5,4.324675,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",19,454,0,0,0,1,4.140127,19,0,11.62791,26.31579,4.485714,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",79,3208,0,0,0,1,2.557042,17,0,0,0,4.851145,1
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F",13,557,0,0,0,2,3.764706,19,0,6.666667,0,4.427083,0
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",17,691,0,0,0,2,4.914934,4,0,6.666667,5.882353,4.853211,2
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",13,291,0,0,0,1,3.608247,19,0,10,0,4.974359,0
"F","T","F","F","T","T","F","F","F","T","F","F","F","F","F","F","F",38,946,0,0,1,2,7.741935,20,0,14.28571,15.78947,4.492754,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",25,670,0,0,0,2,2.953586,21,0,14.28571,40,4.348624,0
"F","F","F","F","F","T","F","F","F","T","F","F","F","F","F","F","F",51,1555,0,0,1,1,4.703833,22,0,10,0,4.332075,0
"F","T","F","F","T","T","F","F","F","T","F","F","F","F","F","F","F",25,739,0,0,1,2,5.758157,2,0,12.5,12,4.530435,0
"F","T","F","F","T","T","F","F","F","T","F","F","F","F","F","F","F",20,665,0,0,1,2,4.555315,6,0,12.5,15,4.190909,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F",30,1054,0,0,0,3,4.539202,8,0,12.5,0,4.038889,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",13,352,0,0,0,1,5.474453,15,0,15.38462,0,4.089552,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",24,977,0,0,0,1,2.692308,21,0,8.333333,0,4.561404,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",17,331,0,0,0,3,5.62249,18,0,11.11111,5.882353,4.293103,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",21,733,0,0,0,4,3.918228,19,0,11.11111,14.28571,4.733871,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",21,544,0,1,0,1,3.763441,20,0,12.5,0,4.376471,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",16,305,0,1,0,1,9.583333,23,0,5,0,4.363636,3
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T",17,306,0,0,0,2,6.956522,19,0,11.11111,29.41176,3.833333,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",19,329,0,0,0,1,5.098039,17,0,11.11111,0,3.75,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",30,725,0,0,0,1,3.23741,1,0,15.625,43.33333,4.412698,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",33,944,0,1,0,1,6.077348,23,0,8.333333,39.39394,4.387879,3
"F","F","F","F","T","T","F","F","F","F","T","F","F","F","F","F","F",22,543,0,0,0,2,8.79397,19,0,15.78947,22.72727,4.47191,2
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",10,201,0,0,0,1,3.896104,21,0,11.11111,0,4.529412,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",15,298,0,0,0,1,8.75,21,0,11.11111,6.666667,4.897959,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",20,429,0,0,0,2,7.225434,21,0,15.38462,10,4.675676,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",19,325,0,1,0,1,4.761905,21,0,12.5,0,3.876923,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",11,225,0,0,0,1,9.74026,21,0,15.38462,27.27273,4.052632,0
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T",13,204,0,0,0,2,5.333333,1,0,15.38462,15.38462,3.947368,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",269,10626,0,0,0,1,2.481361,9,0,14.0625,0.3717472,4.77951,6
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",778,30905,0,0,0,1,2.705395,9,0,12.19512,0,4.842369,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",32,1006,0,0,0,1,2.45478,13,0,14.70588,43.75,4.748466,0
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",15,471,0,0,0,2,5.774278,15,0,14.70588,0,5.219178,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",22,944,0,0,0,1,5.075446,16,0,14.70588,4.545455,4.643312,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","T","F","T",112,3669,0,0,0,1,6.651802,0,0,11.11111,69.64286,4.411475,0
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T",34,1181,0,0,0,3,4.861878,1,0,11.11111,11.76471,4.004425,0
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",28,1150,0,0,0,2,4.932735,2,0,16.66667,0,4.247619,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",93,3814,0,0,0,2,4.469086,3,0,16.66667,0,4.306802,0
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",9,152,0,0,0,2,0.8333333,3,0,16.66667,0,4.8,0
"F","F","F","F","T","T","T","F","F","F","F","F","F","F","F","F","T",31,690,0,0,0,1,8.829569,3,0,13.7931,3.225806,4.427273,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",22,983,0,0,0,2,3.250975,6,0,17.64706,18.18182,4.577381,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",44,1678,0,0,0,3,4.935275,8,0,16.66667,47.72727,4.012987,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",32,1213,0,0,0,3,2.623295,9,0,18.84058,34.375,4.603865,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F",17,409,0,0,0,2,5.614035,11,0,11.11111,23.52941,4.672131,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",21,529,0,0,0,4,2.056555,11,0,17.64706,19.04762,4.370787,0
"F","T","F","F","T","T","T","F","F","F","F","F","F","F","F","F","F",13,397,0,0,0,2,3.378378,11,0,14.51613,0,3.946667,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",27,815,0,0,0,1,3.120125,18,0,14.70588,18.51852,4.611511,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",189,9410,0,0,0,2,2.562081,19,0,15,0,5.300139,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",29,1047,0,0,0,2,5.583756,19,0,14.70588,17.24138,4.554913,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",29,855,0,0,0,3,3.249631,20,0,16.66667,20.68966,4.513333,0
"F","T","F","F","T","T","F","F","F","F","F","F","T","F","F","F","F",44,1908,0,0,0,1,2.952756,20,0,14.70588,27.27273,4.718266,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",37,1223,0,0,0,1,1.554404,22,0,12.2449,24.32432,4.551887,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",19,595,0,0,0,2,1.773836,23,0,12.2449,42.10526,4.697917,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",27,1060,0,0,0,1,1.741294,22,0,12.2449,48.14815,4.62069,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",16,637,0,0,0,1,7.894737,22,0,14.28571,0,4.606061,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",44,1197,0,0,0,1,19.38202,23,0,16.66667,81.81818,4.395062,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",30,1148,0,0,0,2,2.828054,23,0,12.2449,23.33333,4.39801,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",24,1285,0,0,0,2,2.279793,23,0,16.66667,4.166667,3.769531,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",35,1636,0,0,0,1,2.392344,23,0,16.66667,0,3.993631,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",80,2570,0,0,0,1,6.926629,19,0,11.11111,27.5,4.26477,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",15,263,0,0,0,1,2.512563,0,0,0,0,4.627907,0
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",12,337,0,0,0,2,3.174603,0,0,16.66667,0,3.876923,0
"F","T","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F",17,471,0,0,0,1,3.835616,11,0,11.11111,29.41176,4.101124,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",11,344,0,0,0,2,5.992509,12,0,7.692308,9.090909,4.603448,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",25,840,0,0,0,1,3.338633,12,0,11.11111,56,4.625,0
"F","T","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F",18,904,0,0,0,1,3.133903,8,0,14.51613,0,4.228916,0
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",12,227,0,0,0,3,5.660377,8,0,16.66667,8.333333,3.533333,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",11,322,0,0,0,2,2.857143,8,0,12.2449,18.18182,5.212766,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",25,1056,0,0,0,2,2.264601,9,0,12.2449,8,5.179012,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",14,277,0,0,0,1,4.147465,13,0,12.2449,14.28571,4.931818,0
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T",66,2968,0,0,0,2,2.570806,17,0,17.64706,37.87879,4.273743,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",74,2752,0,0,0,2,2.60492,17,0,17.64706,44.59459,4.154309,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",49,2204,0,0,0,2,3.354915,17,0,18.84058,8.163265,4.035629,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",17,430,0,0,0,1,3.303303,18,0,18.84058,23.52941,3.872093,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",51,2381,0,0,0,1,12.47289,18,0,16.66667,1.960784,4.116071,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",24,900,0,0,0,1,10.48951,18,0,16.66667,0,5.396226,1
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",9,224,0,0,0,1,4.444444,18,0,17.64706,22.22222,4.864865,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F",33,1402,0,0,0,2,2.216066,18,0,12.2449,30.30303,4.688312,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",31,951,0,0,0,1,2.403204,18,0,12.2449,45.16129,5.026846,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",13,426,0,0,0,1,4.458599,18,0,17.64706,30.76923,4.617647,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",30,1055,0,0,0,1,1.69697,20,0,12.2449,20,4.714286,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",18,715,0,0,0,1,11.29568,18,0,16.66667,5.555556,4.703125,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",27,728,0,0,0,1,7.599309,20,0,12.2449,0,5.263636,0
"F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",18,433,0,0,0,2,7.098765,20,0,17.64706,0,3.95122,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F",15,454,0,0,0,2,5.649718,21,0,12.2449,13.33333,5.283582,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",27,1004,0,0,0,2,1.754386,21,0,12.2449,0,4.534091,0
"F","F","F","F","F","T","F","F","T","F","F","F","F","F","F","F","F",285,10161,0,1,5,1,11.58485,21,0,11.11111,0.3508772,4.526984,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","T","F","F",55,1984,0,0,0,2,2.746149,22,0,12.2449,65.45455,4.65109,3
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",19,644,0,1,0,1,5.905512,22,0,13.63636,0,4.618182,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",19,281,0,0,0,1,8.823529,23,0,12.2449,5.263158,4.08,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F",24,617,0,1,0,2,5.139186,23,0,13.63636,45.83333,4.533981,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F",24,617,0,1,0,2,5.139186,23,0,13.63636,45.83333,4.533981,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",63,2701,0,1,0,1,1.985226,1,0,13.63636,12.69841,4.75,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",46,1530,0,0,0,1,1.396878,0,0,12.2449,28.26087,4.558052,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",15,298,0,1,0,1,4.054054,1,0,13.63636,13.33333,4.625,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",11,274,0,1,0,1,3.271028,0,0,13.63636,18.18182,4.652174,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",24,746,0,1,0,1,2.842809,1,0,13.63636,0,4.564885,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",42,1940,0,1,0,1,3.108466,1,0,13.63636,2.380952,4.460177,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",24,885,0,0,0,1,4.727794,2,0,20.83333,0,5.208955,0
"F","T","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F",21,653,0,0,0,2,2.691511,4,0,12.2449,47.61905,4.644231,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",26,1221,0,1,0,3,1.473684,6,0,13.63636,15.38462,4.318182,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","T","F","T",140,4731,0,2,0,3,8.027523,6,0,15.51724,17.85714,4.332919,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",84,4209,0,1,0,1,2.082039,8,0,13.63636,3.571429,4.228647,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",19,688,0,2,0,4,3.018868,9,0,16.12903,21.05263,4.045802,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",64,2561,0,0,0,1,5.035605,14,0,20.83333,0,4.658768,1
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",30,727,0,0,0,1,2.599653,19,0,11.29032,10,4.653226,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",29,862,0,0,0,2,3.555556,21,0,17.64706,6.896552,4.411765,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",54,2056,0,0,0,3,3.589421,22,0,17.64706,50,4.537143,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",25,537,0,0,0,2,4.066986,22,0,17.64706,16,4.222222,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",16,370,0,0,0,2,2.166065,22,0,17.64706,56.25,4.467742,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",50,1702,0,1,0,3,3.023256,22,0,13.63636,44,4.372881,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",30,1123,0,0,0,3,2.64672,23,0,17.64706,0,3.862222,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",36,1742,0,0,0,1,1.61744,23,0,7.142857,0,4.972028,0
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T",21,569,0,0,0,2,3.991131,0,0,11.11111,23.80952,4.649485,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",30,1392,0,1,0,2,2.75989,3,0,13.63636,3.333333,4.586498,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",107,5457,0,1,0,1,2.819856,2,0,13.63636,0.9345794,4.369654,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",15,446,0,1,0,1,2.881844,3,0,13.63636,26.66667,4.392405,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",21,551,0,0,0,2,4.914005,5,0,17.64706,42.85714,4.573034,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",50,2094,0,0,0,2,2.810018,6,0,17.64706,28,4.342175,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",38,1594,0,1,0,2,5.358615,5,0,13.63636,10.52632,4.332143,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",52,3005,0,1,0,4,4.82906,9,0,13.63636,3.846154,4.814815,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",34,1154,0,0,0,1,3.319502,18,0,17.94872,0,5.23913,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",36,1447,0,0,0,1,4.961506,18,0,16,0,4.638889,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",23,689,0,0,0,3,2.439024,18,0,17.64706,13.04348,4.555556,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",15,457,0,0,0,1,6.233062,18,0,5.882353,0,5.197183,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",28,902,0,0,0,1,2.325581,19,0,17.64706,21.42857,4.220859,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",28,722,0,0,0,1,1.367521,19,0,12.5,0,4.68,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",72,3345,0,0,0,2,2.821197,19,0,17.64706,16.66667,4.65897,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",92,3465,0,0,0,3,4.183636,20,0,17.64706,0,4.260252,1
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",74,3467,0,0,0,1,2.887819,21,0,17.64706,20.27027,4.307815,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",42,1599,0,0,0,2,5.41633,21,0,17.64706,0,4.016234,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",11,105,0,0,0,2,4.705882,4,0,21.42857,0,4.25,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",74,2863,0,0,0,3,2.833638,3,0,17.64706,85.13514,4.223938,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",26,423,0,0,0,3,6.756757,11,0,22.22222,38.46154,4.169014,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",32,919,0,0,0,3,5.726872,22,0,22.22222,34.375,4.127273,0
"F","F","F","F","F","T","F","F","F","F","F","F","T","F","T","F","T",25,504,0,0,0,4,9.036145,21,0,22.22222,72,4.098765,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",25,692,0,0,0,3,6.275304,22,0,22.22222,44,3.859375,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",44,1400,0,0,0,3,3.241182,2,0,22.22222,34.09091,4.034615,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",24,797,0,0,0,3,3.424658,2,0,22.22222,41.66667,4.141844,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",15,274,0,0,0,3,7.179487,4,0,22.22222,0,3.679245,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",24,767,0,0,0,2,3.361345,4,0,8.333333,0,4.103448,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",19,433,0,0,0,2,3.71517,4,0,21.42857,0,3.939024,0
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",23,702,0,0,0,3,5.075188,5,0,10.71429,4.347826,4.470588,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",46,1342,0,0,0,4,3.853955,19,0,10.71429,41.30435,4.02449,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",30,937,0,0,0,1,2.106742,19,0,15.78947,20,5.085714,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",33,1149,0,0,0,2,3.203661,20,0,15.78947,21.21212,4.305419,1
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",46,2381,0,0,0,1,4.246886,7,0,18.51852,0,4.307317,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",28,1229,0,0,0,2,4.506438,7,0,19.35484,39.28571,4.45933,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",17,488,0,1,0,1,8.979592,11,0,13.63636,0,4.9,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",72,1874,0,0,0,1,1.862464,19,0,24.24242,5.555556,4.335404,3
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",14,404,0,1,0,2,7.741935,4,0,13.63636,7.142857,5.254237,0
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",24,961,0,0,0,3,3.780965,5,0,19.35484,0,4.333333,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",75,2641,0,0,0,1,6.987116,16,0,8.62069,0,4.958231,1
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",31,1409,0,0,0,1,2.636364,17,0,14.28571,16.12903,4.680851,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",45,1672,0,0,0,1,3.28495,19,0,14.28571,31.11111,4.996183,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",12,287,0,0,0,1,14.21569,20,0,11.11111,0,4.533333,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",66,2667,0,0,0,2,3.306613,22,0,14.28571,72.72727,4.386813,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",18,543,0,0,0,1,5.47619,22,0,14.28571,33.33333,4.07767,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",37,1750,0,0,0,1,2.428869,23,0,14.28571,5.405405,5.073944,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",36,1445,0,0,0,1,6.195965,22,0,9.677419,30.55556,4.448718,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",34,1043,0,0,0,1,4.611331,23,0,14.28571,50,4.058824,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",18,523,0,0,0,2,1.927711,6,0,13.33333,0,3.878505,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",17,599,0,0,0,2,1.72043,9,0,14.28571,41.17647,4.428571,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",34,1024,0,0,0,3,4.557641,10,0,15.78947,50,3.865285,0
"F","F","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F",7,227,0,0,0,1,6.25,11,30.18868,7.692308,0,4.102564,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",33,1106,0,0,0,1,5.791962,18,0,19.23077,3.030303,4.360825,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",13,392,0,1,0,1,8.278146,15,0,12.2449,23.07692,5.118644,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",26,846,0,0,0,1,3.793627,15,0,14.28571,7.692308,4.364238,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",18,699,0,0,0,1,5.109489,15,0,11.76471,0,4.491803,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",15,347,0,0,0,3,4.247104,16,0,15.78947,0,3.924242,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",40,1552,0,0,0,1,5.409836,18,0,13.63636,15,4.747082,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",20,549,0,0,0,3,6.476684,19,0,15.78947,25,3.784314,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",18,515,0,0,0,2,6.770833,19,0,15.38462,22.22222,4.465116,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",60,2509,0,0,0,1,3.343166,15,0,18.66667,0,4.842857,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",11,236,0,0,0,1,7.650273,22,0,14.63415,18.18182,4.575,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",60,1855,0,0,0,2,5.81973,5,0,9.090909,0,5.032143,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",70,3250,0,0,0,1,2.428964,14,0,18.51852,45.71429,4.925508,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",14,322,0,0,0,1,4.313725,22,0,7.692308,0,4.047619,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",45,2012,0,0,0,1,3.787879,4,0,17.77778,0,4.114286,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",13,408,1,0,0,2,7.407407,12,0,19.23077,0,5.0625,0
